keypressFaceRota1,keypressFaceRota2,rtFaceRota1,rtFaceRota2,tr,trTy,nbPrs,nbCyPr1,nbCyBlnk,nbCyPr2,trTyDog,nbFqs,trTyFq,fqLoc,fqFace,cueFq,cueLoc,nbCyCue,nbCyExt,nbCyRota,cyStaSeq,cyEndPr1C,cyEndPr1A,cyEndBlnk,cyEndPr2C,cyEndPr2A,cyEndSeq,cyEndTr,cyStaRota,cyEndCue,cyEndFadeIn,cyEndExp,cySendEvt,cyEndKbCk1,cyEndKbCk2
1,1,0.55002949999971,0.550043100000039,1,2,1,190,0,0,0,1,2,Left,2,1,Left,0,0,5,1,102,190,451,451,451,450,451,375,0,50,400,451,250,435
1,1,0.416720499999883,0.350087700000131,2,1,1,175,0,0,0,1,2,Left,1,2,Left,0,0,5,1,85,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.450069899999562,0.366723199999797,3,2,1,190,0,0,0,1,2,Right,2,2,Right,0,0,20,1,101,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.350039399999787,0.333356499999809,4,1,1,175,0,0,0,1,2,Left,2,2,Left,0,0,5,1,94,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.500050499999816,0.466704499999651,5,2,1,190,0,0,0,1,2,Right,1,2,Right,0,0,5,1,93,190,451,451,451,450,451,375,0,50,400,451,250,435
1,1,0.40002960000038,0.533367300000009,6,1,1,175,0,0,0,1,2,Left,1,2,Right,0,0,20,1,73,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.466710699999567,0.550053899999966,7,2,1,190,0,0,0,1,2,Right,2,1,Left,0,0,20,1,90,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.500046399999974,0.400047900000118,8,1,1,175,0,0,0,1,2,Left,1,2,Left,0,0,20,1,86,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.433384699999806,0.366710399999647,9,2,1,190,0,0,0,1,2,Right,1,1,Right,0,0,5,1,88,190,451,451,451,450,451,375,0,50,400,451,250,435
1,1,0.450034399999822,0.366720099999839,10,2,1,190,0,0,0,1,2,Right,1,1,Right,0,0,20,1,86,190,451,451,451,450,451,390,0,50,400,451,250,450
