keypressFaceRota1,keypressFaceRota2,rtFaceRota1,rtFaceRota2,tr,trTy,nbPrs,nbCyPr1,nbCyBlnk,nbCyPr2,trTyDog,nbFqs,trTyFq,fqLoc,fqFace,cueFq,cueLoc,nbCyCue,nbCyExt,nbCyRota,cyStaSeq,cyEndPr1C,cyEndPr1A,cyEndBlnk,cyEndPr2C,cyEndPr2A,cyEndSeq,cyEndTr,cyStaRota,cyEndCue,cyEndFadeIn,cyEndExp,cySendEvt,cyEndKbCk1,cyEndKbCk2
1,1,0.383302599999297,0.350033200000325,27,1,1,175,0,0,0,1,1,Left,2,2,Left,0,0,20,1,98,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.283385100000487,0.333378100000118,28,2,1,190,0,0,0,1,1,Right,2,2,Right,0,0,5,1,103,190,451,451,451,450,451,375,0,50,400,451,250,435
1,1,0.316708399999698,0.300022600000375,29,1,1,175,0,0,0,1,1,Left,2,2,Right,0,0,5,1,78,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.350015999999414,0.316726199999721,30,1,1,175,0,0,0,1,1,Right,1,1,Right,0,0,5,1,99,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.25004540000009,0.400054200000341,31,1,1,175,0,0,0,1,1,Right,1,2,Left,0,0,20,1,103,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.366745100000117,0.316712099999677,32,2,1,190,0,0,0,1,1,Left,2,2,Left,0,0,20,1,95,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.266711600000235,0.31670849999955,33,2,1,190,0,0,0,1,1,Left,2,2,Left,0,0,5,1,107,190,451,451,451,450,451,375,0,50,400,451,250,435
1,1,0.366708700000345,0.350119900000209,34,2,1,190,0,0,0,1,1,Left,1,1,Right,0,0,5,1,98,190,451,451,451,450,451,375,0,50,400,451,250,435
1,1,0.28337780000038,0.35008470000048,35,2,1,190,0,0,0,1,1,Left,2,1,Right,0,0,20,1,84,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.333480399999644,0.350061099999948,36,1,1,175,0,0,0,1,1,Left,2,1,Left,0,0,20,1,79,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.283343799999784,0.350044999999227,37,1,1,175,0,0,0,1,1,Right,2,1,Left,0,0,20,1,85,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.283378000000084,0.300044399999933,38,2,1,190,0,0,0,1,1,Left,2,1,Left,0,0,20,1,103,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.283374599999661,0.316697499999464,39,2,1,190,0,0,0,1,1,Right,2,2,Right,0,0,5,1,105,190,451,451,451,450,451,375,0,50,400,451,250,435
1,1,0.300043100000039,0.366727499999797,40,2,1,190,0,0,0,1,1,Left,1,1,Right,0,0,20,1,104,190,451,451,451,450,451,390,0,50,400,451,250,450
