keypressFaceRota1,keypressFaceRota2,rtFaceRota1,rtFaceRota2,tr,trTy,nbPrs,nbCyPr1,nbCyBlnk,nbCyPr2,trTyDog,nbFqs,trTyFq,fqLoc,fqFace,cueFq,cueLoc,nbCyCue,nbCyExt,nbCyRota,cyStaSeq,cyEndPr1C,cyEndPr1A,cyEndBlnk,cyEndPr2C,cyEndPr2A,cyEndSeq,cyEndTr,cyStaRota,cyEndCue,cyEndFadeIn,cyEndExp,cySendEvt,cyEndKbCk1,cyEndKbCk2
1,1,0.366680300001462,0.400060799998755,19,1,1,175,0,0,0,1,1,Left,2,1,Right,0,0,5,1,101,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.300221400000737,0.350016799999139,20,1,1,175,0,0,0,1,1,Right,2,1,Left,0,0,20,1,94,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.450057599999127,0.300047499998982,21,2,1,190,0,0,0,1,2,Right,1,1,Left,0,0,20,1,95,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.433373300000312,0.283377100000507,22,1,1,175,0,0,0,1,2,Left,1,2,Right,0,0,5,1,101,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.333378799999991,0.300035199999911,23,1,1,175,0,0,0,1,2,Right,1,2,Right,0,0,20,1,97,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.433388200000991,0.316711899999063,24,1,1,175,0,0,0,1,2,Left,1,1,Right,0,0,20,1,73,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.350040499999523,0.316698499998893,25,2,1,190,0,0,0,1,2,Left,2,2,Left,0,0,20,1,106,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.50003999999899,0.316699900000458,26,1,1,175,0,0,0,1,2,Right,1,2,Right,0,0,20,1,82,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.316714099999444,0.600037000000157,27,2,1,190,0,0,0,1,2,Right,2,1,Right,0,0,5,1,84,190,451,451,451,450,451,375,0,50,400,451,250,435
1,1,0.300050800000463,0.300074999999197,28,2,1,190,0,0,0,1,2,Right,1,1,Right,0,0,20,1,88,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.383384899998418,0.316653899999437,29,1,1,175,0,0,0,1,2,Right,1,1,Left,0,0,5,1,78,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.283377799998561,0.283376400000634,30,2,1,190,0,0,0,1,2,Right,1,1,Left,0,0,20,1,86,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.316711000001305,0.283379700000296,31,1,1,175,0,0,0,1,2,Right,1,2,Left,0,0,20,1,99,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.300030500000503,0.316724199999953,32,2,1,190,0,0,0,1,2,Left,2,2,Right,0,0,20,1,87,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.350041499999861,0.533351899999616,33,2,1,190,0,0,0,1,2,Left,1,1,Right,0,0,20,1,105,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.366728900000453,0.283372200001395,34,1,1,175,0,0,0,1,2,Left,2,2,Right,0,0,20,1,94,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.333376200000203,0.383384700000533,35,1,1,175,0,0,0,1,2,Right,2,2,Left,0,0,20,1,74,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.683373600000778,0.400140499999907,36,1,1,175,0,0,0,1,2,Left,2,1,Right,0,0,5,1,87,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.400025200000528,0.38341120000041,37,2,1,190,0,0,0,1,2,Left,2,1,Right,0,0,20,1,100,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.283374300001014,0.36670790000062,38,1,1,175,0,0,0,1,2,Right,2,2,Left,0,0,5,1,80,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.333370100001048,0.383394299999054,39,1,1,175,0,0,0,1,2,Left,2,2,Right,0,0,20,1,85,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.316748000001098,0.350035100000241,40,2,1,190,0,0,0,1,2,Left,2,2,Left,0,0,20,1,98,190,451,451,451,450,451,390,0,50,400,451,250,450
