keypressFaceRota1,keypressFaceRota2,rtFaceRota1,rtFaceRota2,tr,trTy,nbPrs,nbCyPr1,nbCyBlnk,nbCyPr2,trTyDog,nbFqs,trTyFq,fqLoc,fqFace,cueFq,cueLoc,nbCyCue,nbCyExt,nbCyRota,cyStaSeq,cyEndPr1C,cyEndPr1A,cyEndBlnk,cyEndPr2C,cyEndPr2A,cyEndSeq,cyEndTr,cyStaRota,cyEndCue,cyEndFadeIn,cyEndExp,cySendEvt,cyEndKbCk1,cyEndKbCk2
1,1,0.300073000000339,0.366727499999797,22,1,1,175,0,0,0,1,1,Right,1,2,Left,0,0,20,1,102,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.43337210000027,0.366705299999921,23,2,1,190,0,0,0,1,1,Right,2,1,Right,0,0,20,1,90,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.4333330999998,0.350154399999155,24,1,1,175,0,0,0,1,1,Left,2,1,Right,0,0,5,1,93,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.500038199999835,0.333378299999822,25,1,1,175,0,0,0,1,1,Right,1,1,Left,0,0,5,1,86,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.333348199999818,0.316714699999466,26,1,1,175,0,0,0,1,1,Right,2,2,Left,0,0,5,1,98,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.283418399999391,0.36671589999969,27,2,1,190,0,0,0,1,1,Left,1,2,Right,0,0,20,1,103,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.316726600000038,0.300008199999866,28,1,1,175,0,0,0,1,1,Left,1,2,Right,0,0,20,1,78,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.266684799999894,0.350045399999544,29,1,1,175,0,0,0,1,1,Right,1,1,Right,0,0,5,1,99,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.300033900000017,0.366712799999732,30,1,1,175,0,0,0,1,1,Left,1,2,Left,0,0,20,1,103,175,451,451,451,450,451,390,0,50,400,451,235,450
1,1,0.316686900000605,0.36671060000026,31,2,1,190,0,0,0,1,1,Right,2,2,Left,0,0,5,1,95,190,451,451,451,450,451,375,0,50,400,451,250,435
1,1,0.400060900000426,0.283376200000021,32,2,1,190,0,0,0,1,1,Right,2,2,Left,0,0,20,1,107,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.300047599999743,0.333376700000372,33,2,1,190,0,0,0,1,1,Left,1,1,Right,0,0,20,1,98,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.300064299999576,0.316715400000248,34,2,1,190,0,0,0,1,1,Left,2,1,Right,0,0,5,1,84,190,451,451,451,450,451,375,0,50,400,451,250,435
1,1,0.333366200000455,0.0167265999998563,35,1,1,175,0,0,0,1,1,Left,2,1,Left,0,0,5,1,79,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.333351400000538,0.283373599999322,36,1,1,175,0,0,0,1,1,Left,1,1,Left,0,0,5,1,85,175,451,451,451,450,451,375,0,50,400,451,235,435
1,1,0.300043400000504,0.283377699999619,37,2,1,190,0,0,0,1,1,Right,2,1,Left,0,0,20,1,103,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.333385400000225,0.300075899999683,38,2,1,190,0,0,0,1,1,Left,1,2,Right,0,0,5,1,105,190,451,451,451,450,451,375,0,50,400,451,250,435
1,1,0.316723099999763,0.333374900000308,39,2,1,190,0,0,0,1,1,Right,1,1,Right,0,0,20,1,104,190,451,451,451,450,451,390,0,50,400,451,250,450
1,1,0.333377400000245,0.300070199999936,40,1,1,175,0,0,0,1,1,Left,2,2,Right,0,0,20,1,82,175,451,451,451,450,451,390,0,50,400,451,235,450
